"Indicator","GeoAreaName","Time_Detail","Value","Units","Source","SeriesDescription","SeriesCode"
"3.4.1","Azerbaijan",2010,37.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Azerbaijan",2015,28.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Azerbaijan",2015,36.1,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Azerbaijan",2015,21.1,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Azerbaijan",2019,34.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Azerbaijan",2019,20.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Azerbaijan",2019,27.2,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2000,14.5,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2000,20.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2000,26.6,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2005,24.5,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2005,13.5,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2005,18.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2010,22.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2010,13.2,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2010,17.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2015,12.5,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2015,16.5,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2015,20.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2019,19.7,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2019,12.1,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Argentina",2019,15.7,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2000,12.9,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2000,16,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2000,9.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2005,11.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2005,13.9,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2005,8.7,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2010,12.1,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2010,7.6,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2010,9.9,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2015,7.3,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2015,9.3,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2015,11.3,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2019,8.6,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2019,10.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Australia",2019,6.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Austria",2000,20.2,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Austria",2000,10.7,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Austria",2000,15.3,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Austria",2005,9.1,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Austria",2005,12.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Austria",2005,16.6,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Austria",2010,8.8,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Austria",2010,12.4,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Austria",2010,16.2,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Austria",2015,11.6,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Austria",2015,14.7,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
"3.4.1","Austria",2015,8.6,"PERCENT","Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","SH_DTH_NCOM"
